stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC3745,10183,28.7054,77.2231666666667,Balak Ram Hospital,10183
U02656,10184,28.706947,77.224038,Police Station Timarpur,10184
U02705,10185,28.709086,77.22626,Nehru Vihar Crossing,10185
U02737,10186,28.711529,77.228752,Wazirabad Crossing,10186
DC3724,10187,28.710233,77.241367,Gurudwara Nanak Sar,10187
DC3725,10188,28.7189,77.24325,Pusta No 1 Sonia Vihar,10188
DC3727,10189,28.721517,77.243867,Pusta No 2 Sonia Vihar,10189
DC3729,10190,28.725583,77.2448,Pusta No 3 Sonia Vihar,10190
DC3731,10191,28.730183,77.24575,Gatta Factory Sonia Vihar,10191
DC3732,10192,28.7324,77.246233,Sonia Vihar,10192
DC3734,10193,28.734583,77.246633,Pusta No 5 Sonia Vihar,10193
DC3737,10194,28.739367,77.24745,Check Post,10194
DC3738,10195,28.74245,77.246567,Annpurna Mandir,10195
DC3742,10196,28.754767,77.24325,Chauhan Patti (Terminal),10196
DC4197,10197,28.578409,77.058932,NHAI Building/ Dwarka Sec-10 Metro Station,10197
DC4346,10198,28.578591,77.054908,Dwarka Sec-19 Modern School,10198
DC4344,10199,28.574383,77.05115,Amrohi More,10199
DC4342,10200,28.573412,77.048418,St Marry School,10200
DC4340,10201,28.577292,77.035195,Police Post,10201
DC4338,10202,28.578247,77.02915,Qutub Vihar Phase-I Kikar Stand,10202
DC4336,10203,28.57905,77.024348,Jhankar Crossing,10203
DC4334,10204,28.579766,77.021478,Goyla Dairy,10204
DC4332,10205,28.580346,77.019327,Nehru Bus Stand Goyla Dairy,10205
DC4330,10206,28.581816,77.015072,St Thomas School Goyla Vihar,10206
DC4328,10207,28.58327,77.011534,Taj Pur More,10207
DC4324,10208,28.591403,77.000404,Shyam Vihar,10208
U00266,10209,28.591721,76.992877,Goela Dairy Crossing,10209
U00262,10210,28.593389,76.991941,Deenpur Village,10210
U00254,10211,28.596621,76.990298,Durga Vihar,10211
U00249,10212,28.600768,76.988661,BDO Office,10212
U00229,10213,28.60799,76.985536,Chhawla Stand Najafgarh,10213
U00226,10214,28.6103186141233,76.9813376578563,Police Station NajafGarh,10214
U00217,10215,28.617676,76.984284,Dichau Chowk,10215
U00234,10216,28.621747,76.98804,Udaseen Ashram,10216
U00252,10217,28.625259,76.992196,Nirmal Vihar,10217
U00288,10218,28.629304,76.997733,Dichau Kalan Depot,10218
DC0018,10219,28.707525,77.177797,Azadpur Terminal,10219
U01780,10220,28.7139,77.1725,New Sabzi Mandi,10220
U01761,10221,28.715917,77.170867,Adarsh Nagar / Bharola Village,10221
U01699,10222,28.720417,77.166983,Sarai Peepal Thala,10222
DC3598,10223,28.7215333333333,77.166,Mahindra Park,10223
DC3599,10224,28.7251,77.163217,Jahangir Puri GT Road,10224
DC3600,10225,28.7273,77.161583,Jahangir Puri Metro Station,10225
U01582,10226,28.731183,77.158617,GTK Depot,10226
DC3601,10227,28.734723,77.155831,Mukarba Chowk,10227
DC3602,10228,28.738473,77.154112,Mukraba Chowk / Sanjay Gandhi Transport Nagar,10228
U01479,10229,28.752467,77.149383,Libas Pur GT Road,10229
U01464,10230,28.75805,77.14765,Swaroop Nagar GT Road,10230
DC4802,10231,28.76486,77.145315,Gurudwara Siraspur GT Road,10231
DC5178,10232,28.771708,77.142899,Nangli Poona More,10232
DC5180,10233,28.771944,77.121967,Khera Garhi,10233
DC5182,10234,28.771903,77.117675,Khera Kalan School,10234
DC5184,10235,28.772345,77.115104,Khera Kalan Gaon,10235
DC5186,10236,28.773931,77.104022,Rishi Dharmarth Chikitsalaya,10236
DC5188,10237,28.773923,77.102521,Khera Khurd Village,10237
DC5191,10238,28.773761,77.09241,Khera Khurd Nahar Crossing,10238
DC5192,10239,28.783337,77.096637,Naya Bans,10239
DC5194,10240,28.793447,77.095545,Mann School,10240
DC5096,10241,28.795391,77.097784,Holambi Khurd DRID College,10241
DC5098,10242,28.799721,77.096011,Holambi Khurd,10242
DC5100,10243,28.801883,77.096003,Holambi Kalan Terminal,10243
DC4996,10244,28.809564,77.107095,Holambi Kalan Crossing,10244
DC4998,10245,28.817688,77.102397,Shahpur Garhi,10245
DC5002,10246,28.821204,77.100678,DSIDC Narela,10246
DC5004,10247,28.829162,77.094509,Bhor Garh,10247
DC5006,10248,28.833012,77.093266,Babu Jag Jeevan Ram Colony,10248
DC4537,10249,28.845328,77.088967,Old Anaj Mandi,10249
DC4538,10250,28.847045,77.088366,Narela Primary School,10250
DC4364,10251,28.779253,77.179936,Keshav Nagar Mukti Ashram,10251
DC4362,10252,28.775793,77.179669,Ibrahim Pur More,10252
DC3796,10253,28.768883,77.180783,Natthupura Crossing Terminal,10253
U01942,10254,28.7645,77.1838,Amrit Vihar Colony,10254
U02050,10255,28.761167,77.188717,Koushik Enclave,10255
U02086,10256,28.76015,77.1910833333333,Laxmi Vihar,10256
DC0054,10257,28.7555,77.1983,Ekta Garden Harijan Basti,10257
U02216,10258,28.7541,77.199,Burari Village,10258
U02214,10259,28.7492333333333,77.1985666666667,Sarvodhya Vidhyalay Burari,10259
U02200,10260,28.7467,77.1983,Balti Factory,10260
U02182,10261,28.7418,77.198,Sant Nagar Main Market,10261
U02160,10262,28.7377,77.1973,Sant Nagar A1,10262
U02169,10263,28.734483,77.197717,Jharoda Dairy Crossing,10263
U02199,10264,28.730567,77.198467,Burari Transport Authority,10264
U02185,10265,28.72773,77.198067,Nirankari Sarover,10265
DC0055,10266,28.72095,77.20015,CV Raman ITI,10266
U02301,10267,28.714883,77.2041,Nirankari Colony,10267
U02327,10268,28.7112333333333,77.2045,Radio Colony,10268
U09586,10269,28.706789,77.204733,Dhaka Village,10269
U02325,10270,28.70458,77.205033,Balmiki Gandhi Ashram,10270
U02318,10271,28.700567,77.205017,TB Hospital,10271
U02350,10272,28.698294,77.206554,GTB Nagar,10272
U02613,10273,28.690202,77.221419,Khyber Pass,10273
U02620,10274,28.687634,77.221672,Vidhan Sabha Metro Station,10274
U02628A,10275,28.683891,77.222282,Old Secretariat (Postal Account Office),10275
U99851,10276,28.679703,77.223955,IP College,10276
DC3689,10277,28.676602,77.225033,Exchange Store / Civil Lines Metro Station,10277
U02700,10278,28.672405,77.226008,Ludlow Castle,10278
DC3596,10279,28.668479,77.226269,ISBT Nityanand Marg,10279
U01890,10280,28.768915,77.18095,Natthupura Terminal,10280
U02176,10281,28.7387275691695,77.1976852838739,Sant Nagar A-1,10281
U02421,10282,28.70265,77.2098166666667,Sewa Kutir,10282
U02458,10283,28.704317,77.211183,BBM Cluster Depot,10283
DC4855,10284,28.532503,77.314934,Madanpur Khadar JJ Colony,10284
DC4856,10285,28.531925,77.304504,Madanpur Khadar Crossing,10285
DC4857,10286,28.543016,77.309486,Kalindi Kunj Metro Station,10286
DC4858,10287,28.545082,77.306213,Kalindi Kunj,10287
DC4859,10288,28.542816,77.303047,Shaheen Bagh,10288
DC4860,10289,28.5404,77.2968,Jasola Vihar,10289
DC4861,10290,28.538333,77.291867,Sarita Vihar K Block,10290
U03351,10291,28.539501,77.282682,Apollo Hospital,10291
U03323,10292,28.543764,77.27934,Harkesh Nagar,10292
U03292,10293,28.548007,77.276605,Okhla Tank,10293
U03273,10294,28.551088,77.273998,CRRI,10294
U03249,10295,28.554827,77.271291,Sukhdev Vihar Depot,10295
U03225,10296,28.55795,77.26895,Kalkaji Xing,10296
U03204,10297,28.561592,77.266287,Ishwar Nagar,10297
U03148S,10298,28.57045,77.259788,Ashram Chowk,10298
U03121,10299,28.574277,77.256865,Ashram (Hari Nagar),10299
U03049,10300,28.582917,77.251209,Bhogal,10300
U03037,10301,28.584692,77.249659,Bhogal (Jungpura),10301
U03000,10302,28.589269,77.246339,Nizamuddin Extension,10302
U02974,10303,28.591349,77.244916,Police Station Nizamuddin (Dargah),10303
U02860,10304,28.5924,77.23675,Ishpat Bhawan,10304
DC0094,10305,28.591833,77.232383,JLN Stadium (Sunehripulla Depot),10305
U02661,10306,28.586733,77.22425,Lodhi Colony 18-Block,10306
U99988,10307,28.584817,77.224533,Lodhi Colony,10307
U03421,10308,28.529703,77.287907,Madanpur Khadar Crossing,10308
U03398,10309,28.532092,77.286936,Sarita Vihar,10309
U03077,10310,28.568283,77.253917,Nehru Nagar,10310
U03024,10311,28.565391,77.248511,Lajpat Nagar Ring Road,10311
U02941,10312,28.564833,77.241433,Gupta Market,10312
U03997A,10313,28.564823,77.239969,Gupta Market,10313
U02843,10314,28.569135,77.235154,MCKR Hospital,10314
U02867,10315,28.573,77.237367,Defence Colony,10315
U02923,10316,28.583917,77.240533,Pant Nagar,10316
U02930,10317,28.587033,77.2408,CGO Complex,10317
U02920,10318,28.596267,77.240433,Amir Khusro Park / Oberoi Hotel,10318
U99968,10319,28.598783,77.2406,Delhi Public School,10319
U02904,10320,28.602217,77.240402,Sunder Nagar,10320
U02899,10321,28.6084,77.23995,Zoo,10321
U02897,10322,28.611683,77.239967,National Stadium,10322
U02901,10323,28.6155,77.24015,ITPO Gate No. 3,10323
U02907,10324,28.618483,77.240183,Pragati Maidan Gate No. 5,10324
U02909,10325,28.622877,77.240388,Supreme Court,10325
U99740,10326,28.623433,77.240567,Pragati Maidan Metro Station,10326
U02934,10327,28.629065,77.241192,ITO (Agarwal Chowk),10327
U02929,10328,28.633864,77.240804,Express Building,10328
U02932,10329,28.638817,77.241013,Delhi Gate / Ambedkar Stadium,10329
U02918,10330,28.64635,77.240226,Darya Ganj Golcha Cinema,10330
U02893,10331,28.649272,77.239311,Subhash Park,10331
U02879,10332,28.651255,77.237958,Jama Masjid,10332
U02858,10333,28.653939,77.236401,Red Fort,10333
DC5414,10334,28.542753,76.888748,Sarang Pur Village,10334
DC5412,10335,28.534792,76.90432,JhulJhuli Village,10335
DC4023,10336,28.535283,76.909333,Jhul-Jhuli Check Post / Ghumanhera Crossing,10336
DC4578,10337,28.552333,76.907483,Malik Pur Village Crossing,10337
DC4025,10338,28.5683384634491,76.9065230295013,Ujwa Gaon,10338
DC4009,10339,28.5735106,76.9082469,Ujwa School,10339
U00055,10340,28.600403776461,76.9161106637266,Rawta Crossing (Dhansa Road),10340
U00069,10341,28.60448,76.932397,Surehra Crossing,10341
U00078,10342,28.607252,76.939754,Mitraon School,10342
DC4746,10343,28.608343,76.951668,Mitraon Crossing,10343
U00116,10344,28.608858,76.959974,Indra Service Station,10344
U00158,10345,28.609487,76.967851,Nanak Piyau,10345
U00168,10346,28.610354,76.971259,Prem Nursary,10346
U00184,10347,28.6111300229137,76.9744597383946,Khera More / Ghuman Hera Crossing,10347
U00202,10348,28.6137657049756,76.9793626157992,Jharoda Crossing Jharoda Road,10348
U00192,10349,28.6148311619155,76.9772491148408,NajafGarh Terminal,10349
U01725,10350,28.703538,77.169078,Shalimar Bagh (Ring Road),10350
U01667,10351,28.701819,77.165532,Ashok Vihar Crossing,10351
U01613,10352,28.70097,77.161821,Richi Rich,10352
U01576,10353,28.700065,77.158465,Prem Bari Pul,10353
U01546,10354,28.695994,77.155671,Punjab Kesari (Subhash Palace Depot),10354
DC0031,10355,28.693861,77.150918,Wazirpur DTC Depot / Netaji Subhash Palace,10355
U01448,10356,28.69553,77.146025,Pitampura ND Block,10356
U01392,10357,28.697168,77.142174,Kohat Enclave Metro Station,10357
U01338,10358,28.699303,77.137619,Vaishali  Enclave / Kapil Vihar,10358
U01298,10359,28.701454,77.134768,JD Block Pitam Pura,10359
U01252,10360,28.702886,77.130242,Madhuban Chowk Outer Ring Road,10360
U01199,10361,28.700082,77.125333,Saraswati  Vihar C Block,10361
U01135,10362,28.69796,77.11962,Deepali Chowk,10362
U01086,10363,28.697185,77.115505,Kali Mata Mandir,10363
U01059,10364,28.696165,77.111793,Puspanjali Enclave,10364
U01043,10365,28.695388,77.109414,Rohini Depot  3,10365
U99992,10366,28.694461,77.106694,Mangolpur School,10366
U00979,10367,28.695549,77.101135,Mangolpur Kalan Village,10367
DC0011,10368,28.69875,77.0964,Avantika Crossing,10368
U00896,10369,28.700005,77.094325,Mangol Pur Khurd,10369
U00832,10370,28.702634,77.089647,Mangolpuri Y Block,10370
U00797,10371,28.704528,77.086895,Krishna Vihar,10371
U00765,10372,28.709736,77.081042,Krishna Vihar,10372
U00723,10373,28.7125001,77.0805,Brahm Shakti Hospital,10373
U00682,10374,28.714257,77.076933,Pooth Kalan,10374
U00618,10375,28.7187,77.0696,Rohini Sec-21,10375
U00591,10376,28.7217,77.06495,Begumpur,10376
U00544,10377,28.724733,77.058746,Rajeev Nagar,10377
U00518,10378,28.726356,77.053345,Karala Pathsala Jain Mandir,10378
U00484,10379,28.727533,77.04895,Sukhbeer Nagar,10379
U00465,10380,28.728583,77.045817,Rama Vihar,10380
U00443,10381,28.730681,77.039664,Karala School,10381
U00429,10382,28.7315,77.037,Karala Village,10382
U99798,10383,28.731601,77.031627,Karala Crossing,10383
U99807,10384,28.7325,77.0284,Desu Office,10384
DC0007,10385,28.7333,77.025,Shiv Vihar Bheem Chowk,10385
U99798A,10386,28.73384,77.0208,Radha Swami Satsang,10386
U00352,10387,28.7352,77.0125833333333,Shivam Plywood,10387
DC4667,10388,28.737911,77.00692,Kanjhawla Chowk,10388
DC4668,10389,28.738428,77.004399,Nirmal Hospital,10389
DC4670,10390,28.73949,76.997517,Ladpur Village,10390
DC4671,10391,28.740338,76.994313,Rajendra Lakra Public School,10391
DC4672,10392,28.74225,76.9865,Sant Vivekanand School,10392
DC4673,10393,28.744467,76.980917,Vriddha Ashram,10393
DC4674,10394,28.74615,76.978217,Jonti Crossing,10394
DC4675,10395,28.7531452409393,76.972067834944,Jonti Village,10395
DC4676,10396,28.755872,76.968475,Tatesar Village,10396
DC4678,10397,28.767498,76.96456,Balaji Enclave,10397
DC4679,10398,28.773006,76.962094,Punjab Khor Village,10398
DC4680,10399,28.7779,76.9614,Punjab Khor Village,10399
DC4682,10400,28.788119,76.962441,Divya Dham Ashram,10400
DC4681,10401,28.79069,76.962473,Jatt Khor Crossing,10401
DC4909,10402,28.7977,76.960533,Qutub Garh Enclave,10402
DC4910,10403,28.801274,76.962031,Qutub Garh Village (T),10403
DC4911,10404,28.8061001,76.9658501,Katewara Crossing,10404
U03043,10405,28.6389,77.2502,Rajghat Gandhi Darshan,10405
U03011,10406,28.636983,77.247267,Gandhi Darshan,10406
U03007P,10407,28.6336,77.2469,Indira Gandhi Stadium,10407
DC3679,10408,28.624078,77.247687,IP Power House (ITO Ring Road),10408
U03025,10409,28.6195,77.249,Indraprastha Depot,10409
U03040,10410,28.616,77.2501,Pragati Power Station,10410
U03052,10411,28.610753,77.2517899,Railway Road Bridge,10411
U03075,10412,28.603408,77.254218,Nizamuddin Road Bridge,10412
U03147,10413,28.5908681,77.2581704,ISBT Sarai Kale Khan,10413
DC0100,10414,28.5847,77.2247,Lodhi Colony,10414
U02735,10415,28.584967,77.228233,Central School Lodhi Road,10415
U02783,10416,28.5841,77.2301,J L Nehru Stadium,10416
U02775,10417,28.57875,77.229533,Sewa Nagar Flyover,10417
U02732,10418,28.571983,77.227669,Defence Colony (Homyopathic College),10418
U02710,10419,28.569817,77.22655,PT College Kotla,10419
U02788,10420,28.565987,77.230567,Andrews Ganj,10420
U99989,10421,28.565133,77.239733,Gupta Market,10421
U02951,10422,28.565202,77.242598,Lajpat Nagar (Ring Road),10422
U02950,10423,28.565781,77.249098,Lajpat Nagar Ring Road,10423
U03041,10424,28.564183,77.250367,Lajpat Nagar Crossing,10424
U03047,10425,28.5624,77.251417,Garhi Village,10425
U03102,10426,28.562167,77.255617,B-Block East of Kailash,10426
U03142,10427,28.56215,77.2582,C-Block East of Kailash,10427
U03162,10428,28.5612422,77.2601598,SNPD,10428
U03190,10429,28.5565,77.2648,Laghu Udyog Sansthan (ModiMill),10429
U03196,10430,28.553683,77.265133,NSIC,10430
U03181,10431,28.55205,77.2645,Kalkaji Mandir,10431
U03174,10432,28.5479,77.263,Kalkaji Mandir (MaaAnandmayeeMarg),10432
U03185,10433,28.545217,77.2641,Govind Puri Metro Station,10433
U03206,10434,28.5375,77.2674,Kalkaji Depot,10434
U03219,10435,28.534033,77.268667,C-Lal Chowk,10435
DC0136,10436,28.527867,77.272383,CRPF Camp / Crown Plaza,10436
DC0137,10437,28.5261,77.2736,Bank,10437
U03297,10438,28.5203,77.2777,Okhla Ph-I,10438
U99679Z,10439,28.510917,77.281167,Tehkhand Depot DTC,10439
U03321,10440,28.5044,77.2793,Prem Nagar,10440
U03366,10441,28.5026,77.284517,Lal Kuan,10441
U03435,10442,28.5017,77.291,Surajkund Crossing,10442
U03466,10443,28.5,77.294633,Prehlad Pur,10443
U03520,10444,28.4995,77.299267,Badarpur M B Road,10444
U03544,10445,28.498104,77.302191,Jaitpur Crossing,10445
DC4311,10446,28.628968,76.997542,Dichau Kalan Depot,10446
DC4312,10447,28.625293,76.992481,Nirmal Vihar,10447
DC4313,10448,28.621564,76.988064,Udaseen Ashram,10448
DC4314,10449,28.616516,76.98382,Dichau Chowk,10449
U00233,10450,28.611746,76.985721,NajafGarh Delhi Gate,10450
U00231,10451,28.607056,76.986005,Chawla Stand Najafgarh,10451
U00251,10452,28.600879,76.988758,BDO Office,10452
U00255,10453,28.59664,76.99046,Durga Vihar,10453
U00263,10454,28.594055,76.991774,Deenpur Village,10454
U00267,10455,28.591726,76.992969,Goela Dairy Crossing,10455
DC4323,10456,28.591481,77.000564,Shyam Vihar,10456
DC4327,10457,28.583311,77.011776,Taj Pur More,10457
DC4329,10458,28.581902,77.015056,St Thomas School Goyla Vihar,10458
DC4331,10459,28.580514,77.019268,Nehru Bus Stand Goyla Dairy,10459
DC4333,10460,28.5798547497433,77.021953036937,Goyla Dairy (Qutub Vihar),10460
DC4335,10461,28.579252,77.024293,Jhankar Crossing,10461
DC4337,10462,28.5784,77.029767,Qutub Vihar Phase-I Kikar Stand,10462
DC4339,10463,28.577431,77.035333,Police Post,10463
DC4343,10464,28.574817,77.0513,Amrohi More,10464
DC4345,10465,28.578167,77.0542,Dwarka Sec-19 Modern School,10465
DC4198,10466,28.579068,77.059118,NHAI Building/ Dwarka Sec-10 Metro Station,10466
DC4199,10467,28.582753,77.062279,President Cabinet Apartments,10467
DC4200,10468,28.587688,77.066452,Princess Park/ Airforce Noval Office Enclave,10468
DC4201,10469,28.59126,77.069535,Dwarka Sec-6/7,10469
DC4202,10470,28.593228,77.070994,Dwarka Sec-6 Telephone Exchange,10470
DC3646,10471,28.593101,77.079538,Maharaja Agrasen Hospital Dwarka,10471
U00731,10472,28.592015,77.081258,Health Centre,10472
U00780,10473,28.590099,77.086907,Mangla Puri Terminal,10473
U02523A,10474,28.632763,77.215806,Shivaji Stadium Terminal,10474
DC3751,10475,28.633293,77.212365,Shaheed Bhagat Singh Marg,10475
U02415,10476,28.633562,77.209301,Shaheed Bhagat Singh Marg,10476
U02288,10477,28.6347,77.2037,Gole Market,10477
U02283,10478,28.638783,77.20345,PS Mandir Marg,10478
U02306BM,10479,28.639867,77.2043,Balmiki Mandir,10479
U02295,10480,28.6417,77.2042,Panchkuian Road Banwai Lal Hospital,10480
U02240,10481,28.643667,77.201033,Meghdoot Bhawan,10481
U02105,10482,28.644583,77.192833,Pusa Road Petrol Pump Sadhu Vaswani Marg,10482
U02028,10483,28.643911,77.188747,Karol Bagh Metro Station,10483
U01796,10484,28.6424110602643,77.1734091778132,East Patel Nagar,10484
U01717,10485,28.6453945693725,77.1684196058229,South Patel Nagar (Metro Station),10485
U01665,10486,28.647504,77.164974,West Patel Nagar,10486
U01575,10487,28.6513447000214,77.1585098882541,Shadipur DTC Colony Metro Station,10487
U01543,10488,28.653117,77.1555,Shadipur Depot,10488
U01472,10489,28.657317,77.1485,Moti Nagar Industrial Area,10489
U01399,10490,28.661,77.142383,Karampura Terminal,10490
U01374,10491,28.6635,77.1406,New Moti Nagar B Block,10491
U01337,10492,28.669318,77.137519,Punjabi Bagh Terminal,10492
U01463,10493,28.684228,77.147619,Shakkur Pur Crossing / Britannia,10493
U01488,10494,28.686452,77.150998,Telephone Exchange,10494
U01521,10495,28.691698,77.153496,Netaji Subhas Place/Wazirpur Depot,10495
U01504,10496,28.6979,77.151475,Guru Govind Singh College,10496
U01498,10497,28.699707,77.151202,TV Tower (Power House),10497
U01426,10498,28.699912,77.14428,DAV School,10498
U99722,10499,28.7002,77.1411,Pitam Pura KD Block,10499
U01361,10500,28.703277,77.139304,Pittampura AP-Block,10500
U01345,10501,28.705955,77.138462,Pitampura CD-Block,10501
U01270,10502,28.704931,77.132221,Madhuban Chowk (Outer Ring Road),10502
U01251,10503,28.704675,77.130151,Madhuvan Chowk,10503
U01194,10504,28.707658,77.123974,Sai Baba Chowk Rohini Sec 7,10504
U01101,10506,28.711578,77.120316,Rohini Sec 7 and 8,10506
DC0005,10507,28.715,77.115,Rohini West Metro Station,10507
U01081,10508,28.7158,77.113983,Rohini Depot 1 Sec 6 (Ambedkar Hospital),10508
U01064,10509,28.71725,77.111833,Rajeev Gandhi Cancer Hospital,10509
U01033,10510,28.71964,77.108529,Rithala Metro Station,10510
U01006,10511,28.723411,77.103745,Pal Colony,10511
DC0040,10512,28.725811,77.100279,Rithala Village,10512
DC0041,10513,28.727139,77.098373,Sec-24 Rohini Main Road,10513
DC0042,10514,28.72976,77.094556,Dera Satguru Sewaram Sahai Sec 24/25 Crossing,10514
DC0044,10515,28.722883,77.08773,Hanuman Mandir Rohini Sec 24,10515
DC0045,10516,28.7192220505417,77.0846028893605,Rohini Sec 23 (Green Hill Aptt.),10516
DC4419,10517,28.532153,76.922323,Ghuman Hera Village,10517
DC4420,10518,28.536905,76.922167,Ghuman Hera More / Shikarpur Crossing,10518
DC4421,10519,28.548976,76.930686,Dewta Wala mandir,10519
DC4422,10520,28.5568222695004,76.9368548833972,Hasanpur Village,10520
DC4423,10521,28.56176,76.941887,KharKhari Rondh,10521
DC4424,10522,28.574027,76.952356,Pandwala Crossing,10522
DC4425,10523,28.582168,76.957902,KharKhari Jatmal / Surhera Crossing,10523
DC4426,10524,28.58704,76.959128,KharKhari Nahar / Khera Dabur,10524
DC4432,10525,28.596312,76.964794,Khera Village 2,10525
DC4784,10526,28.606791,76.972726,Krishna Nagar / Gopal Nagar,10526
DC4461,10527,28.5846382853658,76.9950528230485,Jhatikra Crossing Pandwala Road,10527
DC4452,10528,28.572355,76.980956,Rewla Khanpur Crossing,10528
DC4454,10529,28.569584,76.977685,Purani Basti Rewla Khanpur,10529
DC5415,10530,28.835983,77.123838,Tikri Khurd,10530
DC4967,10531,28.836177,77.12839,Tikri Khurd Crossing / AMPC,10531
DC4979,10532,28.835604,77.128935,Tikri Khurd Crossing / AMPC,10532
DC4980,10533,28.824476,77.132311,Khampur Village,10533
DC5058,10534,28.810288,77.137092,Bakauli Village (GT Road),10534
DC4829,10535,28.8012,77.138967,Pwd Office,10535
DC4830,10536,28.796617,77.1396,Alipur Village GT Road,10536
DC4832,10537,28.793233,77.14415,Jind Pur Crossing,10537
DC4833,10538,28.78865,77.141467,Sai Mandir,10538
DC4834,10539,28.782107,77.141601,Budhpur GT Road,10539
DC4835,10540,28.77715,77.142633,Jain Mandir,10540
DC4836,10541,28.774167,77.143267,Nangli Poona (GT Road),10541
DC4837,10542,28.764956,77.146126,Gurudwara Siraspur GT Road,10542
U00736,10543,28.522481,77.082442,Kapashera Border,10543
U00759,10544,28.524517,77.0837,Kapashera Village,10544
U00808,10545,28.531234,77.088154,Kapashera Crossing,10545
U00834,10546,28.534492,77.090371,Samalkha Village,10546
U00856,10547,28.538205,77.091434,Samalkha Crossing,10547
NS0198,10548,28.5422626711678,77.0735459241414,Puspanjali G Block,10548
U00527BP,10549,28.544217,77.065083,Dwarka Road,10549
U00527,10550,28.547567,77.057117,Bharthal Under Pass,10550
DC4186,10551,28.5519186,77.0566312,Dwarka Sec-21 Metro Station,10551
DC4184,10552,28.55411,77.05858,Dwarka Sec-21 Crossing,10552
DC4288,10553,28.558065,77.061889,Dwarka Sec 22 Vivanta Hotel,10553
DC4935,10554,28.5639249,77.0627421,Dwarka Sec-20/21 Crossing,10554
DC4929,10555,28.56622,77.06691,Dwarka Sec-8 Metro Station,10555
DC4930,10556,28.56294,77.07074,Shahbad Mohammad Pur School,10556
DC4931,10557,28.559648,77.071398,Shahbad Mohammad Pur Village,10557
DC4932,10558,28.56278,77.07072,Shahbad Mohammad Pur School,10558
DC4933,10559,28.5675435,77.0666171,Dwarka Sec-8 Metro Station,10559
DC4936,10560,28.56852,77.06788,Dwarka Sec8,10560
DC4937,10561,28.57252,77.06916,Bagdola Village,10561
DC4938,10562,28.5758,77.07134,Dwarka Sec8 DTC Depot,10562
DC4939,10563,28.5765,77.07594,National Malariya Research Centre (Dwarka),10563
DC4940,10564,28.57818,77.07708,Dada Dev Mandir,10564
DC4941,10565,28.57876,77.07616,National Malariya Research Centre (Dwarka),10565
DC4942,10566,28.5815,77.0703,Royal Residency (Dwarka),10566
DC4943,10567,28.58367,77.06701,Munirka Flats (Dwarka),10567
U99908,10568,28.594499,77.073519,Dwarka Sec 1,10568
DC4846,10569,28.59687,77.080944,Sulabh International Centre,10569
DC4844,10570,28.60084,77.08199,Mahaveer Enclave III,10570
DC4843,10571,28.60353,77.08266,Dashrath Puri,10571
DC4841,10572,28.60654,77.08111,Vijay Enclave (Palam-Dabri Road),10572
DC4839,10573,28.608043,77.081954,Dabri Village,10573
U00781,10574,28.6128332543193,77.0860911074767,Dabri Crossing Dwarka Road,10574
U00807,10575,28.61446,77.086985,C2D Janakpuri,10575
U00810,10576,28.616659,77.087976,C4E Janakpuri,10576
U00820,10577,28.621222,77.088818,C2B Janak Puri,10577
DC4065,10578,28.62235,77.09365,Bharti College,10578
DC4066,10579,28.6232,77.09615,Virender Nagar / Dilli Haat,10579
DC4944,10580,28.62541,77.10109,Hari Nagar Depot,10580
U00967,10581,28.627917,77.100067,G Block Hari Nagar,10581
U00950,10582,28.631133,77.098567,Fateh Nagar,10582
U00928,10583,28.635737,77.096692,Tilak Nagar Jail Road,10583
DC3534,10584,28.635322,77.092959,Tilak Nagar Crossing (Najafgarh Road),10584
DC3535,10585,28.633858754923,77.0888298522768,Janak Puri Check Post,10585
U00773,10586,28.632306,77.084585,B2A Janakpuri,10586
U00712,10587,28.630488,77.080047,Janak Puri District Centre,10587
U00679,10588,28.629119,77.076482,Dholi Piao,10588
U00617,10589,28.626449,77.06969,Vikaspuri Crossing,10589
U00600,10590,28.624597,77.06498,Uttam Nagar Terminal,10590
U00779,10591,28.5899833333333,77.0870166666667,Mangla Puri Terminal,10591
U00732,10592,28.591,77.0814,Health Centre,10592
U00714,10593,28.592833,77.079486,Dwarka Crossing / Maharaja Agrasen Hospital,10593
U99641,10594,28.594283,77.073867,Dwarka Sec 1,10594
U00626,10595,28.595421,77.070134,J M International School,10595
U00589,10596,28.597335,77.064944,Dwarka Sec 2-6,10596
U00558,10597,28.599779,77.061168,Madhu Vihar,10597
U00526,10598,28.6038,77.0551,Rajapuri,10598
DC3647,10599,28.605032,77.051737,Matiyala Xing,10599
U00469,10600,28.604518,77.046323,DPS Matiyala,10600
U00459,10601,28.602648,77.043175,Dwarka Sec 3-4,10601
U00449,10602,28.602551,77.040932,Dwarka Sec 13-3 Xing,10602
U00439,10603,28.603988,77.038876,MRV School Sec 13 Dwarka,10603
U00424,10604,28.605684,77.036274,Dwarka Sec 13,10604
U00416,10605,28.607416,77.035099,NSIT (Netaji Subhas Institute) / Sulahkul Mandir,10605
DC3626,10606,28.610723,77.034031,Suraj Vihar,10606
U00389,10607,28.6189259761464,77.0295846256512,Kakrola More,10607
U00377,10608,28.619809,77.024876,Kakrola Bridge,10608
U00367,10609,28.6197008886414,77.0176653844578,Nangli Dairy,10609
